doi_r,doi_o,url_r,url_o,ref_r,ref_o,abstract_r,year_r,year_o,type,outcome,outcome_quote,outcome_quote_source,source
10.1177/1948550616639649,10.1177/1948550612447114,,https://doi.org/10.1177/1948550612447114,"Eileen Moery, Robert Calin‐Jageman (2016) Direct and Conceptual Replications of Eskine (2013). Social Psychological and Personality Science.",Kendall J. Eskine (2012) Wholesome Foods and Wholesome Morals?. Social Psychological and Personality Science.,"Is there a dark side to organic food? Eskine reported that participants exposed to organic food became much more morally judgmental and much less prosocial relative to participants exposed to neutral or comfort foods. This research sparked tremendous media interest, but was based on one experiment with a small sample size. We report three attempts to replicate Eskine using samples conferring high power, preregistered analysis plans, and original materials. Across two direct replications and an online conceptual replication, we found that organic food exposure has little to no effect on moral judgments ( d = 0.06, 95% confidence interval [CI] [−0.14, 0.26], N = 377) and prosocial behavior ( d = 0.03, 95% CI [−0.17, 0.23], N = 377). Mere exposure to organic food is probably not sufficient to substantially change moral behavior.",2016.0,2012.0,replication,failure,"Across two direct replications and an online conceptual replication, we found that organic food exposure has little to no effect on moral judgments ( d = 0.06, 95% confidence interval [CI] [−0.14, 0.26], N = 377) and prosocial behavior ( d = 0.03, 95% CI [−0.17, 0.23], N = 377). Mere exposure to organic food is probably not sufficient to substantially change moral behavior.",abstract,openalex
10.2466/04.03.pr0.112.2.533-544,10.1348/000709909x466479,,https://doi.org/10.1348/000709909x466479,"Sean P. Carlin, Lionel Standing (2013) Is Intelligence Enhanced by Letter Priming? A Failure to Replicate the Results of Ciani and Sheldon (2010). Psychological Reports.","Keith D. Ciani, Kennon M. Sheldon (2009) A versus F: The effects of implicit letter priming on cognitive performance. British Journal of Educational Psychology.","Previous research has suggested that motivational processes outside an individual's conscious awareness may be primed so as to enhance or impair cognitive performance. The present study involved a conceptual replication of the 2010 study of Ciani and Sheldon (Experiments 1 and 2), employing the same materials and task, to test whether exposure to the letter A before an analogies test improved performance and the letter F impaired it, relative to the neutral letter J. It also examined the effect of pre-exposing participants before testing to a positive or negative verbal passage concerning letter grades. Priming was not found to have any effect: the participants (N = 116), under both pre-exposure conditions, gave analogies scores which were virtually identical whether they had been primed with A, F, or J, thus contradicting the previous results. It is concluded that there is a pressing need for more replications of priming experiments as well as other studies.",2013.0,2009.0,replication,failure,"Priming was not found to have any effect: the participants (N = 116), under both pre-exposure conditions, gave analogies scores which were virtually identical whether they had been primed with A, F, or J, thus contradicting the previous results",abstract,openalex
10.17705/1atrr.00010,10.25300/misq/2014/38.1.14,,https://doi.org/10.25300/misq/2014/38.1.14,"Inmyung Choi, J. A. George (2016) One Question, Two Answers Mixed Findings of Information Technology Capability and Firm Performance and Their Implications. AIS Transactions on Replication Research.","Ho-Chang Chae, Chang E. Koh, Victor R. Prybutok (2014) Information Technology Capability and Firm Performance: Contradictory Findings and Their Possible Causes1. MIS Quarterly.","This study conducted a conceptual replication on Chae et al. (2014) by utilizing multiple comparison groups of IT leading firms. Empirical testing for the positive association between information technology (IT) capability and firm performance has been a celebrated debate in IS research due to mixed findings; Bharadwaj (2000) and Santhanam and Hartono (2003) confirmed the positive impact of IT capability on firm performance, but Chae et al. (2014) suggested no relationship between the IT capability and performance. Understanding what produces contradictory results is a timely and critical issue because a large body of the business value of IS research has employed IT capability as a key construct. Whereas Chae et al. (2014) investigated the link between IT capability and firm performance by comparing the performance of an IT leader and that of a single matched group from 2001-2004, this study examined the relationship by building multiple comparison groups, which include all firms in the same industry. As a result, contrary to findings by Chae et al. (2014), this research indicated that IT capability has a significant impact on a firm’s financial performance.",2016.0,2014.0,replication,failure,"Whereas Chae et al. (2014) investigated the link between IT capability and firm performance by comparing the performance of an IT leader and that of a single matched group from 2001-2004, this study examined the relationship by building multiple comparison groups, which include all firms in the same industry. As a result, contrary to findings by Chae et al. (2014), this research indicated that IT capability has a significant impact on a firm’s financial performance.",abstract,openalex
10.20982/tqmp.14.1.r008,10.1016/j.bandl.2010.07.003,,https://doi.org/10.1016/j.bandl.2010.07.003,"Edith Scheifele, Verena Eikmeier, Simone Alex-Ruf, Claudia Maienborn, Rolf Ulrich (2018) A Replication of ``Processing time shifts affects the execution of motor responses (Sell &amp; Kaschak, 2011; Experiment 1)''. The Quantitative Methods for Psychology.","Andrea J. Sell, Michael P. Kaschak (2010) Processing time shifts affects the execution of motor responses. Brain and Language.","The present study is a replication of Sell and Kaschak's (2011) Experiment 1 (Movement Condition). The original stimulus material (short texts compromising three sentences) was translated from English into German. We successfully replicated the basic congruency effect of the original study, that is, the interaction effect between direction of manual response and time reference when participants perform a sensicality judgment. In contrast to the original study, this congruency effect was not significantly modulated by the magnitude of time shift. Nevertheless, when the congruency effect was evaluated separately for large and small time shifts, it was significant for large but not for small time shifts. In sum, this replication reinforces the basic conclusion by Sell and Kaschak that the timeline becomes automatically activated when processing temporal sentence information, especially when the time shift is large.",2018.0,2010.0,replication,mixed,"We successfully replicated the basic congruency effect of the original study, that is, the interaction effect between direction of manual response and time reference when participants perform a sensicality judgment. In contrast to the original study, this congruency effect was not significantly modulated by the magnitude of time shift.",abstract,openalex
10.1080/14459795.2022.2135227,10.1037/0022-3514.32.6.951,https://doi.org/10.1080/14459795.2022.2135227,https://doi.org/10.1037/0022-3514.32.6.951,"Charlotte Eben, Zhang Chen, Joël Billieux, Frederick Verbruggen (2022) Outcome sequences and illusion of control – part II: the effect on post-loss speeding. International Gambling Studies.","Ellen J. Langer, Jane Roth (1975) Heads I win, tails it's chance: The illusion of control as a function of the sequence of outcomes in a purely chance task. Journal of Personality and Social Psychology.","When gambling, people tend to speed up after losses. This ’post-loss speeding’ is in contrast with ’post-error slowing’, which is often observed in behavioral tasks in experimental psychology. Importantly, participants can control the outcome in most behavioral tasks, but not in gambling tasks. To test whether perceived controllability over the outcome influences response speed after negative outcomes when gambling, we ran two online studies in which we created an illusion of control without changing the nature of the chance-determined gamble. Using the manipulation by Langer and Roth (1975), whose effect is replicated in Part I, we presented three groups of healthy participants (N = 600 per experiment, crowdsourced samples) with three different sequences of outcomes in a coin-tossing task. We replicated that participants presented with more wins at the beginning of a sequence estimated their ability to predict the outcome of a coin-toss higher than participants presented with more losses at the beginning, or those presented with a random sequence. Additionally, participants generally responded more quickly after a loss than after a win. However, the illusion of control did not influence post-loss speeding. This result is not consistent with several theoretical accounts for changes in response speed after sub-optimal outcomes.",2022.0,1975.0,replication,mixed,"We replicated that participants presented with more wins at the beginning of a sequence estimated their ability to predict the outcome of a coin-toss higher than participants presented with more losses at the beginning, or those presented with a random sequence. Additionally, participants generally responded more quickly after a loss than after a win. However, the illusion of control did not influence post-loss speeding.
LLM",abstract,openalex
10.1901/jaba.1999.32-367,10.1901/jaba.1996.29-231,https://doi.org/10.1901/jaba.1999.32-367,https://doi.org/10.1901/jaba.1996.29-231,"Richard G. Smith, Lori Russo, Duy D. Le (1999) DISTINGUISHING BETWEEN EXTINCTION AND PUNISHMENT EFFECTS OF RESPONSE BLOCKING: A REPLICATION. Journal of Applied Behavior Analysis.","Dorothea C. Lerman, Brian A. Iwata (1996) A METHODOLOGY FOR DISTINGUISHING BETWEEN EXTINCTION AND PUNISHMENT EFFECTS ASSOCIATED WITH RESPONSE BLOCKING. Journal of Applied Behavior Analysis.","Lerman and Iwata (1996) described a method for distinguishing between sensory extinction and punishment effects of response blocking on self‐injurious behavior maintained independent of social contingencies. Results of their study suggested that blocking decreased the self‐injurious hand mouthing of their participant via punishment. The current replication of these procedures with the self‐injurious eye poking of a woman with developmental disabilities produced patterns of responding indicating that, for this participant, blocking functioned as an extinction procedure.",1999.0,1996.0,replication,failure,"These outcomes stand in contrast with those produced in Lerman and Iwata’s study (1996), which strongly suggested that blocking served as punishment for their participant’s hand mouthing.",abstract,openalex
10.1075/bpa.3.13goo,10.1017/s0272263112000149,,https://doi.org/10.1017/s0272263112000149,Jaemyung Goo (2016) Corrective feedback and working memory capacity. Bilingual processing and acquisition.,Jaemyung Goo (2012) CORRECTIVE FEEDBACK AND WORKING MEMORY CAPACITY IN INTERACTION-DRIVEN L2 LEARNING. Studies in Second Language Acquisition.,"Abstract The present study, as a conceptual replication of Goo (2012) , is designed to compare recasts with metalinguistic feedback in terms of the development of the English that -trace filter and explore the role of working memory (WM) in the extent to which L2 learners benefit from the two feedback moves. Eighty-three Korean EFL learners were recruited and randomly assigned to one of three groups: recast ( n = 24), metalinguistic ( n = 27), and control ( n = 32). Each learner carried out a series of tasks and tests: a WM span task (operation span), a dyadic intensive treatment task, oral production tests, and grammaticality judgment tests (GJTs). Results showed that metalinguistic feedback was more effective than recasts at facilitating accuracy in oral production involving the English that -trace filter, but not on the GJT measure, and that WM was not found to have mediated the effectiveness of either feedback move.",2016.0,2012,replication,mixed,"“Results showed that metalinguistic feedback was more effective than recasts at facilitating accuracy in oral production involving the English that-trace filter, but not on the GJT measure, and that WM was not found to have mediated the effectiveness of either feedback move.”",abstract,openalex
10.31234/osf.io/2h59n,10.1177/0146167213491962,,https://doi.org/10.1177/0146167213491962,"Jarret T. Crawford (2020) Close and Conceptual Replications of Waytz, Dungan, &amp;amp; Young (2013) Studies 2b and 4.",Waytz · 2013,"Waytz, Dungan, and Young (2013) conducted four studies to test the hypothesis that valuing fairness over loyalty is more strongly associated with willingness to blow the whistle on transgressors than valuing loyalty over fairness. We conducted a close replication of Study 2b, and a conceptual replication of Study 4, using at least 2.5 times the sample sizes of the original studies. Although we replicated Study 2b, we failed to replicate Study 4. We summarize these findings, and speculate as to why we failed to replicate Study 4.",2020.0,2013,replication,mixed,"Although we replicated Study 2b, we failed to replicate Study 4.",abstract,openalex
10.1093/hcr/hqae016,10.1111/j.1467-9221.2005.00416.x,https://doi.org/10.1093/hcr/hqae016,https://doi.org/10.1111/j.1467-9221.2005.00416.x,"Lea‐Johanna Klebba, Stephan Winter (2024) The influence of threat and right-wing authoritarianism on the selection of online (dis)information—a conceptual replication and extension of Lavine et al. (2005). Human Communication Research.","Howard Lavine, Milton Lodge, Kate Freitas (2005) Threat, Authoritarianism, and Selective Exposure to Information. Political Psychology.","Over the decades, communication research has investigated the situational and personal conditions under which people particularly prefer attitude-consistent over attitude-inconsistent content (confirmation bias). In a central study, Lavine et al. (2005) [Lavine, H., Lodge, M., &amp; Freitas, K. (2005). Authoritarianism, threat, and motivated reasoning. Political Psychology, 26(2), 219–244.] examined how right-wing authoritarianism (RWA) and threat cause bias when processing political information. Their laboratory experiment suggested that right-wing authoritarians prefer attitude-consistent information in the presence of a threat. Given new crisis environments accompanied by various threats, we re-examined this interaction effect and conceptually replicated Lavine et al.'s central hypothesis in a contemporary media environment. In an online experiment (N = 1,118), we focused on selective exposure to verified news and disinformation and tracked participants’ selection unobtrusively. Contrary to expectations, the interaction between different threats and RWA did not increase selective exposure to attitude-consistent (dis)information. The results challenge the hypothesis’ underlying framework and make it necessary to consider new ways of advancing the theoretical model.",2024.0,2005.0,replication,failure,"Contrary to expectations, the interaction between different threats and RWA did not increase selective exposure to attitude-consistent (dis)information. The results challenge the hypothesis’ underlying framework and make it necessary to consider new ways of advancing the theoretical model.",abstract,openalex
10.3389/fpsyg.2012.00504,10.1038/ncomms1262,https://doi.org/10.3389/fpsyg.2012.00504,https://doi.org/10.1038/ncomms1262,"Yuki Henselek, Julia Fischer, Christian Schloegl (2012) Does the Stimulus Type Influence Horses’ Performance in a Quantity Discrimination Task?. Frontiers in Psychology.","Vanessa Schmitt, Julia Fischer (2011) Representational format determines numerical competence in monkeys. Nature Communications.","The ability to understand the relation between quantities has been documented in a wide range of species. Such quantity discrimination competences are commonly demonstrated by a choice of the larger quantity or numerosity in a two-choice task. However, despite their overall success, many subjects commit a surprisingly large number of errors even in simple discriminations such as 1 vs. 3. Recently, it had been suggested that this is a result of the testing procedure. When monkeys could choose between different quantities of edible rewards, they showed low-level success. If, however, they chose between inedible items and were rewarded with edible items, their performance increased. The same held true if they chose between edible items but were rewarded with other edible items (Schmitt and Fischer, 2011). This led to the suggestion that the monkeys may not have been able to mentally separate between choice- and reward-stimuli in the initial test situation. To investigate if this response pattern can also be found in non-primate species, we replicated the experiment with 12 Icelandic horses kept at a private horse-riding school. Horses are known to discriminate between quantities up to three, but are very distantly related to primates. Unexpectedly, we found only weak evidence for quantity discrimination skills and no effect of the type of stimuli. Only some subjects reliably selected the larger quantity in some, but not all quantity pairs. These findings are not only in contrast to the previously conducted study on monkeys, but also to other studies on horses. From this, we conclude that quantity discrimination competence may only be of minor importance for horses and highlight the influence of experimental conditions on the outcome of cognitive tests.",2012.0,2011.0,replication,failure,"These findings are not only in contrast to the previously conducted study on monkeys, but also to other studies on horses.",abstract,openalex
10.17705/1atrr.00067,10.25300/misq/2018/13853,https://aisel.aisnet.org/trr/vol7/iss1/2,https://doi.org/10.25300/misq/2018/13853,"Miranda Kajtazi, Nicklas Holmberg, Saonee Sarker, Christina Keller, Björn Johansson, Olgerta Tona (2021) Toward a Unified Model of Information Security Policy Compliance: A Conceptual Replication Study. Journal of the Association for Information Systems.","Gregory D. Moody, Mikko Siponen, Seppo Pahnila (2018) Toward a Unified Model of Information Security Policy Compliance1. MIS Quarterly.","Moody et al. (2018) presented a unified model of information security policy compliance (UMISPC) to explain information systems security (ISS) behaviors. The model was empirically tested against 3 main types of security-related behavior: USB practices, not locking computers appropriately, and password issues. In this study, we present a conceptual replication of Moody et al. (2018) in order to provide stronger empirical support. To this end, our study has empirically examined UMISPC through three types of ISS behaviors within a work environment in the European Union (EU), where General Data Protection Regulation (GDPR) is in force. The replication of the empirical study with the three scenarios is original. While the replication in general highlights the strength of UMISPC, the results also indicate some differences from the original study and show that there is still room for improving some of its theoretical concepts.",2021.0,2018.0,replication,mixed,"Our findings are in line with Moody et al.’s (2018) final model, but have a few notable differences.",full_text,openalex
10.2132/personality.33.3.13,10.1016/j.jesp.2023.104457,https://doi.org/10.2132/personality.33.3.13,https://doi.org/10.1016/j.jesp.2023.104457,Takayuki Goto (2025) Temptation-Coping Self-Control Strategies are also Seen as Less Indicative of Self-Control than Just Willpower in Japan: Replication of Gennara et al. (2023) with Additional Investigation Focusing on Cultural Self-Construal. The Japanese Journal of Personality.,"Anamarie Gennara, Johanna Peetz, Marina Milyavskaya (2023) When more is less: Self-control strategies are seen as less indicative of self-control than just willpower. Journal of Experimental Social Psychology.","This study aimed to assess whether the main findings of Gennara et al. (2023) are also applicable to a collectivist culture. We found that Japanese people also perceived people who used temptation-coping self-control strategies as having less self-control than those who used willpower. This was derived from a lay belief that strategy use is less indicative of self-control, which may hinder people’s intention to use strategies. However, some cultural differences may exist, as our results also showed that individual differences in interdependent construal of self were correlated with lay beliefs regarding strategy use.",2025.0,2023.0,replication,success,"We found that Japanese people also perceived people who used temptation-coping self-control strategies as having less self-control than those who used willpower. This was derived from a lay belief that strategy use is less indicative of self-control, which may hinder people’s intention to use strategies.  However, some cultural differences may exist, as our results also showed that individual differences in interdependent construal of self were correlated with lay beliefs regarding strategy use.",abstract,openalex
